,Car id,Brand,Condition,Version,Kilometers,Year,City,Color,Cylindrical,Box type,Fuel,Accessories,Seller comment,Main features,Technical details
42,2047321,Chevrolet Tracker,usado,1.8 LS MCM Automatica,35000,2019,Bogotá D.C.,Gris,1800,Secuencial,Gasolina,"['Aire acondicionado', ' Exploradoras', ' Radio', ' Vidrios eléctricos', ' Cámara de reversa', ' Espejos eléctricos']","CHERVOLET NEW TRACKER LS AUTOMATICA, MOTOR 1.8 CAJA SECUENCIAL, RINES LUJO, EXPLORADORAS, LUCES LED, RACK TECHO, VIDRIOS ELECTRICOS X 4, ESPEJOS ELECTRICOS, RADIO PANTALLA SISTEMA MY LINK, CAMARA DE REVERSA.","[{'name': 'Warranty', 'description': ''}, {'name': 'Average consumption', 'description': ''}, {'name': 'Door', 'description': '5'}, {'name': 'Armored', 'description': 'N'}, {'name': 'Wheel drive', 'description': ''}, {'name': 'Colors', 'description': ''}, {'name': 'Bodywork', 'description': ' SUV'}, {'name': 'Airbag number', 'description': ''}, {'name': 'Steering system', 'description': 'N'}, {'name': 'Gearbox', 'description': ''}, {'name': 'Engine Displacement', 'description': '1800'}, {'name': 'Assembly', 'description': ''}, {'name': 'Fuel type', 'description': 'Gasolina'}]","[{'autopart': 'Motor', 'specifications': [{'name': 'Capacidad del tanque de combustible (Galones)', 'value': '14'}, {'name': 'Torque (Kg/Rev. x min)', 'value': '18.1/3.800'}, {'name': 'Motor', 'value': 'Delantero a gasolina'}, {'name': 'Cilindrada (c.c³)', 'value': '1796.00'}, {'name': 'Potencia (H.P)', 'value': '138/6.200'}, {'name': 'Velocidad Máxima', 'value': '0'}, {'name': 'Orientación', 'value': 'Transversal'}, {'name': 'Tipo de Alimentación Combustible', 'value': 'null'}, {'name': 'Cantidad y configuración de cilindros', 'value': '4 cilindros en línea'}, {'name': 'Configuración árbol de levas', 'value': 'DOHC'}, {'name': 'Relación de compresión', 'value': '10,5:1'}, {'name': 'Cantidad de válvulas por cilindro', 'value': '4.00'}]}, {'autopart': 'Transmisión', 'specifications': [{'name': 'Tipo de transmisión', 'value': 'Automática'}, {'name': 'Cantidad de cambios adelante', 'value': '6.00'}]}, {'autopart': 'Suspensiones', 'specifications': [{'name': 'Suspensión delantera', 'value': 'Independiente McPherson'}, {'name': 'Amortiguadores', 'value': 'Hidráulicos'}, {'name': 'Suspensión trasera', 'value': 'Barra de torsión'}]}, {'autopart': 'Dirección', 'specifications': [{'name': 'Sistema de dirección', 'value': 'null'}]}, {'autopart': 'Sistema de Frenos', 'specifications': [{'name': 'Tipo de frenos delanteros', 'value': ' Discos'}, {'name': 'Tipo de frenos traseros', 'value': 'null'}, {'name': 'Tipo de frenos', 'value': 'Hidraúlicos'}]}, {'autopart': 'Ruedas', 'specifications': [{'name': 'Dimensiones Llanta Delantera', 'value': '205/70R16'}, {'name': 'Llantas (dimensiones)', 'value': '0.00'}]}, {'autopart': 'Dimensiones', 'specifications': [{'name': 'Largo/ancho/alto (mts.)', 'value': '4.221/1.775/1.657'}, {'name': 'Volúmen del baúl (lts)', 'value': '0.00'}, {'name': 'Peso (kgrs.)', 'value': '1354.00'}, {'name': 'Capacidad de carga', 'value': '395'}, {'name': 'Pasajeros', 'value': '5.00'}]}, {'autopart': 'Adicional', 'specifications': [{'name': 'Tipo de caja', 'value': 'Automatica'}, {'name': 'Carrocería', 'value': ' SUV'}, {'name': 'Número puertas', 'value': '5'}, {'name': 'Tipo Dirección', 'value': 'null'}, {'name': 'Tipo de combustible', 'value': 'Gasolina'}]}]"
43,2047319,Chevrolet Spark,usado,1.2 GT LT Mecanico,64500,2019,Bogotá D.C.,Gris,1200,Mecánica,Gasolina,"['Aire acondicionado', ' Alarma', ' Bloqueo central', ' Radio MP3', ' Vidrios eléctricos']","64.000 Kilometros, vidrios electricos x 2, espejos electricos, exploradoras , rines originales, alarma y bloqueo central, direccion hidraulica, radio mp3, usb, bluetooth, vehiculo asegurable.","[{'name': 'Warranty', 'description': ''}, {'name': 'Average consumption', 'description': ''}, {'name': 'Door', 'description': ''}, {'name': 'Armored', 'description': 'N'}, {'name': 'Wheel drive', 'description': ''}, {'name': 'Colors', 'description': ''}, {'name': 'Bodywork', 'description': ''}, {'name': 'Airbag number', 'description': ''}, {'name': 'Steering system', 'description': 'N'}, {'name': 'Gearbox', 'description': ''}, {'name': 'Engine Displacement', 'description': '1200'}, {'name': 'Assembly', 'description': ''}, {'name': 'Fuel type', 'description': 'Gasolina'}]",[]
44,2047314,Mazda 626,usado,Nuevo Milenio 2.0 Mecanico,196000,2002,Bogotá D.C.,Gris,2000,Mecánica,Gasolina,"['Aire acondicionado', ' Radio', ' Radio MP3', ' Espejos eléctricos']","Blindaje nivel 2
Transmisión mecánica
Cojíneria en tela
Aire acondicionado 
Vidrios blindados 
Espejos eléctricos
Radio MP3 USB 
Timón abatible
Cojíneria en tela
Excelente baúl
Suspensión delantera con cambio reciente 
Sincronización hace 10.000 kms 
Cambio de clutch. Hace tres meses.","[{'name': 'Warranty', 'description': ''}, {'name': 'Average consumption', 'description': ''}, {'name': 'Door', 'description': ''}, {'name': 'Armored', 'description': 'S'}, {'name': 'Wheel drive', 'description': ''}, {'name': 'Colors', 'description': ''}, {'name': 'Bodywork', 'description': ''}, {'name': 'Airbag number', 'description': ''}, {'name': 'Steering system', 'description': 'N'}, {'name': 'Gearbox', 'description': ''}, {'name': 'Engine Displacement', 'description': '2000'}, {'name': 'Assembly', 'description': ''}, {'name': 'Fuel type', 'description': 'Gasolina'}]",[]
45,2043532,Volkswagen Tiguan,usado,Comfortline 2.0 DSG,54000,2015,Bogotá D.C.,Plateado,0,Automática,Gasolina,[],"Excelente estado. Automática 4x4, motor 2.0 turbo. asesor Manuel Sanchez cel 310 874 56 11","[{'name': 'Warranty', 'description': ''}, {'name': 'Average consumption', 'description': ''}, {'name': 'Door', 'description': ''}, {'name': 'Armored', 'description': 'N'}, {'name': 'Wheel drive', 'description': ''}, {'name': 'Colors', 'description': ''}, {'name': 'Bodywork', 'description': ''}, {'name': 'Airbag number', 'description': ''}, {'name': 'Steering system', 'description': 'N'}, {'name': 'Gearbox', 'description': ''}, {'name': 'Engine Displacement', 'description': '0'}, {'name': 'Assembly', 'description': ''}, {'name': 'Fuel type', 'description': 'Gasolina'}]",[]
46,2044225,KIA Picanto,usado,X-line 1.25 Hatchback Manual,21150,2021,Bogotá D.C.,Gris,1250,Mecánica,Gasolina,"['Aire acondicionado', ' Alarma', ' Bloqueo central', ' Exploradoras', ' Limpiabrisas trasero', ' Radio', ' Rines de lujo', ' Sensor de reversa', ' Cámara de reversa', ' Bluetooth', ' GPS', ' Espejos eléctricos', ' Airbags 2', ' Apple Car Play']",Somos kia plaza concesionario garantizamos que es un vehículo totalmente asegurable recibimos vehículo en parte de pago tenemos alianza con todos los bancos si necesita crédito.,"[{'name': 'Warranty', 'description': ''}, {'name': 'Average consumption', 'description': ''}, {'name': 'Door', 'description': '4'}, {'name': 'Armored', 'description': 'N'}, {'name': 'Wheel drive', 'description': ''}, {'name': 'Colors', 'description': ''}, {'name': 'Bodywork', 'description': ' Hatchback'}, {'name': 'Airbag number', 'description': ''}, {'name': 'Steering system', 'description': 'N'}, {'name': 'Gearbox', 'description': ''}, {'name': 'Engine Displacement', 'description': '1250'}, {'name': 'Assembly', 'description': ''}, {'name': 'Fuel type', 'description': 'Gasolina'}]","[{'autopart': 'Motor', 'specifications': [{'name': 'Orientación', 'value': 'null'}, {'name': 'Tipo de Alimentación Combustible', 'value': 'Inyección Multipunto'}, {'name': 'Cantidad y configuración de cilindros', 'value': '4 en linea'}, {'name': 'Configuración árbol de levas', 'value': 'DOHC'}, {'name': 'Torque (Kg/Rev. x min)', 'value': '12.4/4000'}, {'name': 'Cantidad de válvulas por cilindro', 'value': '4.00'}, {'name': 'Potencia (H.P)', 'value': '83/6000'}, {'name': 'Cilindrada (c.c³)', 'value': '1248.00'}, {'name': 'Capacidad del tanque de combustible (Galones)', 'value': '35'}, {'name': 'Motor', 'value': '1.25L DOHC 16 Válvulas'}]}, {'autopart': 'Transmisión', 'specifications': [{'name': 'Tipo de transmisión', 'value': 'Mecánica'}, {'name': 'Cantidad de cambios adelante', 'value': '5.00'}]}, {'autopart': 'Suspensiones', 'specifications': [{'name': 'Suspensión delantera', 'value': 'Tipo Mc Pherson con barra estabilizadora'}, {'name': 'Suspensión trasera', 'value': 'Semi-independiente '}]}, {'autopart': 'Dirección', 'specifications': [{'name': 'Sistema de dirección', 'value': 'Asistida Eléctricamente'}]}, {'autopart': 'Sistema de Frenos', 'specifications': [{'name': 'Tipo de frenos delanteros', 'value': ' Discos'}, {'name': 'Tipo de frenos', 'value': 'Frenos mecanicos en las ruedas traseras'}, {'name': 'Tipo de frenos traseros', 'value': 'Tambor'}]}, {'autopart': 'Ruedas', 'specifications': [{'name': 'Dimensiones Llanta Delantera', 'value': '185/55 R15'}, {'name': 'Dimensiones Rin', 'value': '15.00'}, {'name': 'Llantas (dimensiones)', 'value': '0.00'}]}, {'autopart': 'Dimensiones', 'specifications': [{'name': 'Largo/ancho/alto (mts.)', 'value': '3.5/1.5/1.5'}, {'name': 'Pasajeros', 'value': '0.00'}, {'name': 'Volúmen del baúl (lts)', 'value': '255.00'}]}, {'autopart': 'Adicional', 'specifications': [{'name': 'Número puertas', 'value': '4'}, {'name': 'Tipo Dirección', 'value': 'Asistencia Eléctrica'}, {'name': 'Tipo de combustible', 'value': 'Gasolina'}, {'name': 'Tipo de caja', 'value': 'Mecanica'}, {'name': 'Carrocería', 'value': ' Hatchback'}]}]"
47,2047117,Honda WRV,usado,LX CVT 2WD ,30000,2012,Bogotá D.C.,Rojo,1500,Automática,Gasolina,"['Aire acondicionado', ' Alarma', ' Bloqueo central', ' Radio', ' Rines de lujo', ' Vidrios eléctricos']","Caja automatica
Motor 1.500 16v
Único dueño 
Mantenimiento en concesionario Honda 
Aire acondicionado
Vidrios electricos
Espejos Electricos
Mandos en el timon 
Radio pantalla tactil
Camara de reversa
Sensor de reversa
Timon abatible
Silla conductor ajustable 
Airbags 
Frenos ABS+EBD 
rines de lujo 
Cojineria en tela 
Excelente capacidad de baul","[{'name': 'Warranty', 'description': ''}, {'name': 'Average consumption', 'description': ''}, {'name': 'Door', 'description': ''}, {'name': 'Armored', 'description': 'N'}, {'name': 'Wheel drive', 'description': ''}, {'name': 'Colors', 'description': ''}, {'name': 'Bodywork', 'description': ''}, {'name': 'Airbag number', 'description': ''}, {'name': 'Steering system', 'description': 'N'}, {'name': 'Gearbox', 'description': ''}, {'name': 'Engine Displacement', 'description': '1500'}, {'name': 'Assembly', 'description': ''}, {'name': 'Fuel type', 'description': 'Gasolina'}]",[]
48,2047315,Chevrolet Spark,usado,1.2 GT LT Mecanico Aire Acondicionado,52000,2018,Bogotá D.C.,Gris,1200,Mecánica,Gasolina,"['Aire acondicionado', ' Bloqueo central', ' Radio MP3', ' Vidrios eléctricos']","1.206 cc
Placas Bogota.
Único dueño
Aire acondicionado, frenos abs, airbag conductor y pasajero.
Dirección hidraulica, transmision mecanica. Asientos traseros abatibles.
Rines de fabrica.
Llantas al 15%
Reparticion con cadena.
Llave con codigo Chevrolet.
Radio MP3, Bluetooth
Espejos con mando manual.
Vidrios electricos delanteros.
Bloqueo central.
Con prenda activa.
Asegurable.
Por mejorar acabados de pintura.","[{'name': 'Warranty', 'description': ''}, {'name': 'Average consumption', 'description': ''}, {'name': 'Door', 'description': '4'}, {'name': 'Armored', 'description': 'N'}, {'name': 'Wheel drive', 'description': ''}, {'name': 'Colors', 'description': ''}, {'name': 'Bodywork', 'description': 'null'}, {'name': 'Airbag number', 'description': ''}, {'name': 'Steering system', 'description': 'N'}, {'name': 'Gearbox', 'description': ''}, {'name': 'Engine Displacement', 'description': '1200'}, {'name': 'Assembly', 'description': ''}, {'name': 'Fuel type', 'description': 'Gasolina'}]","[{'autopart': 'Motor', 'specifications': [{'name': 'Capacidad del tanque de combustible (Galones)', 'value': '9'}, {'name': 'Torque (Kg/Rev. x min)', 'value': '11,01/4.800\r\n'}, {'name': 'Motor', 'value': '4 cilindros en línea, 16 válvulas\r\n'}, {'name': 'Cilindrada (c.c³)', 'value': '1206.00'}, {'name': 'Potencia (H.P)', 'value': '80,5/6.400\r\n'}, {'name': 'Velocidad Máxima', 'value': '164'}, {'name': 'Orientación', 'value': 'Transversal'}, {'name': 'Tipo de Alimentación Combustible', 'value': 'null'}, {'name': 'Cantidad y configuración de cilindros', 'value': '4 cilindros en línea, 16 válvulas\r\n'}, {'name': 'Configuración árbol de levas', 'value': 'DOHC'}, {'name': 'Relación de compresión', 'value': '9,8:1\r\n'}, {'name': 'Cantidad de válvulas por cilindro', 'value': '16.00'}]}, {'autopart': 'Transmisión', 'specifications': [{'name': 'Tipo de transmisión', 'value': 'Mecánica'}, {'name': 'Cantidad de cambios adelante', 'value': '5.00'}]}, {'autopart': 'Suspensiones', 'specifications': [{'name': 'Suspensión delantera', 'value': 'Independiente McPherson\r\n'}, {'name': 'Amortiguadores', 'value': 'Hidráulicos\r\n'}, {'name': 'Suspensión trasera', 'value': 'Eje de torsión\r\n'}]}, {'autopart': 'Dirección', 'specifications': [{'name': 'Sistema de dirección', 'value': 'null'}]}, {'autopart': 'Sistema de Frenos', 'specifications': [{'name': 'Tipo de frenos delanteros', 'value': ' Discos'}, {'name': 'Tipo de frenos traseros', 'value': 'Campanas'}, {'name': 'Tipo de frenos', 'value': 'Hidraúlicos\r\n'}]}, {'autopart': 'Ruedas', 'specifications': [{'name': 'Dimensiones Llanta Delantera', 'value': '155/70'}, {'name': 'Dimensiones Rin', 'value': '14.00'}]}, {'autopart': 'Dimensiones', 'specifications': [{'name': 'Peso (kgrs.)', 'value': '964.00'}, {'name': 'Largo/ancho/alto (mts.)', 'value': '3.640/1.597/1.522\r\n'}, {'name': 'Capacidad de carga', 'value': '389\r\n'}, {'name': 'Volúmen del baúl (lts)', 'value': '170.00'}, {'name': 'Pasajeros', 'value': '5.00'}]}, {'autopart': 'Adicional', 'specifications': [{'name': 'Tipo de caja', 'value': 'Mecanica'}, {'name': 'Carrocería', 'value': 'null'}, {'name': 'Número puertas', 'value': '4'}, {'name': 'Tipo de combustible', 'value': 'Gasolina'}, {'name': 'Tipo Dirección', 'value': 'null'}]}]"
49,2043530,Chevrolet Onix,usado,1.4 LTZ Automatico,49300,2017,Bogotá D.C.,Vinotinto,0,Automática,Gasolina,[],Excelentes condiciones ,"[{'name': 'Warranty', 'description': ''}, {'name': 'Average consumption', 'description': ''}, {'name': 'Door', 'description': '5'}, {'name': 'Armored', 'description': 'N'}, {'name': 'Wheel drive', 'description': ''}, {'name': 'Colors', 'description': ''}, {'name': 'Bodywork', 'description': ' Hatchback'}, {'name': 'Airbag number', 'description': ''}, {'name': 'Steering system', 'description': 'N'}, {'name': 'Gearbox', 'description': ''}, {'name': 'Engine Displacement', 'description': '0'}, {'name': 'Assembly', 'description': ''}, {'name': 'Fuel type', 'description': 'Gasolina'}]","[{'autopart': 'Motor', 'specifications': [{'name': 'Orientación', 'value': 'Transversal'}, {'name': 'Capacidad del tanque de combustible (Galones)', 'value': '14.2'}, {'name': 'Cantidad y configuración de cilindros', 'value': '4 en línea'}, {'name': 'Torque (Kg/Rev. x min)', 'value': '12.8'}, {'name': 'Motor', 'value': 'Delantera transversal a gasolina.'}, {'name': 'Cilindrada (c.c³)', 'value': '1369.00'}, {'name': 'Potencia (H.P)', 'value': '98'}, {'name': 'Tipo de Alimentación Combustible', 'value': 'Inyección Multipunto'}, {'name': 'Configuración árbol de levas', 'value': 'SOHC'}, {'name': 'Relación de compresión', 'value': '10,5:1'}, {'name': 'Cantidad de válvulas por cilindro', 'value': '4.00'}]}, {'autopart': 'Transmisión', 'specifications': [{'name': 'Tipo de transmisión', 'value': 'Automática'}, {'name': 'Cantidad de cambios adelante', 'value': '6.00'}]}, {'autopart': 'Suspensiones', 'specifications': [{'name': 'Suspensión trasera', 'value': 'Barra de torsión'}, {'name': 'Suspensión delantera', 'value': 'Independiente McPherson con barra estabilizadora'}]}, {'autopart': 'Dirección', 'specifications': [{'name': 'Sistema de dirección', 'value': 'Asistida Hidráulicamente'}]}, {'autopart': 'Sistema de Frenos', 'specifications': [{'name': 'Tipo de frenos delanteros', 'value': 'Discos ventilados'}, {'name': 'Tipo de frenos traseros', 'value': 'Tambor'}, {'name': 'Tipo de frenos', 'value': 'Hidráulicos doble en diagonal / ABS'}]}, {'autopart': 'Ruedas', 'specifications': [{'name': 'Dimensiones Rin', 'value': '15.00'}, {'name': 'Dimensiones Llanta Delantera', 'value': '185/65'}]}, {'autopart': 'Dimensiones', 'specifications': [{'name': 'Largo/ancho/alto (mts.)', 'value': '3.93/1.96/1.48'}, {'name': 'Peso (kgrs.)', 'value': '1089.00'}, {'name': 'Capacidad de carga', 'value': '391 kg'}, {'name': 'Pasajeros', 'value': '5.00'}]}, {'autopart': 'Adicional', 'specifications': [{'name': 'Tipo de caja', 'value': 'Automatica'}, {'name': 'Carrocería', 'value': ' Hatchback'}, {'name': 'Tipo Dirección', 'value': ' Asistencia Hidráulica'}, {'name': 'Número puertas', 'value': '5'}, {'name': 'Tipo de combustible', 'value': 'Gasolina'}]}]"
50,2049158,Mazda Allegro,usado,,236364,2003,Bogotá D.C.,Beige,0,Mecánica,Gasolina,"['Aire acondicionado', ' Exploradoras', ' Espejos eléctricos']","Tipo de transmision Mecanica
Tipo de direccion Hidraulica
Tipo de combustible Gasolina
Numero de puertas 4
Numero de pasajeros 5
SOAT 2 08 2022
RTM 14 09 2022
Controles de alarma 2
Numero de llaves 2
Elevavidrios electricos 4
Aire bag Conductor y pasajero.
Aire acondicionado
Espejos electricos
Exploradoras
Numero de dueños 3","[{'name': 'Warranty', 'description': ''}, {'name': 'Average consumption', 'description': ''}, {'name': 'Door', 'description': ''}, {'name': 'Armored', 'description': 'N'}, {'name': 'Wheel drive', 'description': ''}, {'name': 'Colors', 'description': ''}, {'name': 'Bodywork', 'description': ''}, {'name': 'Airbag number', 'description': ''}, {'name': 'Steering system', 'description': 'N'}, {'name': 'Gearbox', 'description': ''}, {'name': 'Engine Displacement', 'description': '0'}, {'name': 'Assembly', 'description': ''}, {'name': 'Fuel type', 'description': 'Gasolina'}]",[]
51,2035076,Volvo XC 60,usado,KINETIC 3.0 D5 G-TRONIC 4X4 AUT DIÉSEL,34533,2018,Bogotá D.C.,Plateado,3000,Automática,Diesel,[],N/A,"[{'name': 'Warranty', 'description': ''}, {'name': 'Average consumption', 'description': ''}, {'name': 'Door', 'description': ''}, {'name': 'Armored', 'description': 'N'}, {'name': 'Wheel drive', 'description': ''}, {'name': 'Colors', 'description': ''}, {'name': 'Bodywork', 'description': ''}, {'name': 'Airbag number', 'description': ''}, {'name': 'Steering system', 'description': 'N'}, {'name': 'Gearbox', 'description': ''}, {'name': 'Engine Displacement', 'description': '3000'}, {'name': 'Assembly', 'description': ''}, {'name': 'Fuel type', 'description': 'Diesel'}]",[]
52,2040943,Volkswagen Polo,usado,Highline 1.6,27459,2021,Bogotá D.C.,Gris,1600,Mecánica,Gasolina,[],N/A,"[{'name': 'Warranty', 'description': ''}, {'name': 'Average consumption', 'description': ''}, {'name': 'Door', 'description': ''}, {'name': 'Armored', 'description': 'N'}, {'name': 'Wheel drive', 'description': ''}, {'name': 'Colors', 'description': ''}, {'name': 'Bodywork', 'description': ''}, {'name': 'Airbag number', 'description': ''}, {'name': 'Steering system', 'description': 'N'}, {'name': 'Gearbox', 'description': ''}, {'name': 'Engine Displacement', 'description': '1600'}, {'name': 'Assembly', 'description': ''}, {'name': 'Fuel type', 'description': 'Gasolina'}]",[]
53,2049140,Ford Escape,usado,2.0 4X4,87000,2015,Cundinamarca,Gris,2000,Automática,Gasolina,"['Aire acondicionado', ' Dirección hidráulica', ' Exploradoras', ' Limpiabrisas trasero', ' Radio', ' Radio CD', ' Radio MP3', ' Techo Corredizo', ' Vidrios eléctricos', ' Tapicería en cuero', ' Sensor de reversa', ' Cámara de reversa', ' Bluetooth', ' GPS', ' Sillas eléctricas', ' Espejos eléctricos', ' Aire Acondicionado Bizona', ' Techo Panoramico', ' Calefacción en Sillas', ' A A Dual', ' Velocidad Crucero', ' Airbags 7', ' Parqueo Automático', ' Control De Ascenso', ' Control Descenso', ' Sensor Punto Ciego']","Vendo espectacular Ford Escape 2.0 SE 4x4
Tercer dueño, suspensión delantera McPherson con barra estabilizadora, asistente de parqueo activo, luces HID originales, sensor de lluvia, apertura eléctrica de baúl, sensor de punto ciego, Sistema de Monitoreo de Presión de Llantas, Aire Acondicionado multizona, calefacción en las sillas, siete airbags, vidrios eléctricos, espejos eléctricos, mandos en el timón y manuales de propietario.
SOAT 14/08/2022
Tecnicomecanica (RTM): 29/05/2022
Impuestos al día
Vehículo en excelente estado, listo para traspaso.","[{'name': 'Warranty', 'description': ''}, {'name': 'Average consumption', 'description': ''}, {'name': 'Door', 'description': ''}, {'name': 'Armored', 'description': 'N'}, {'name': 'Wheel drive', 'description': ''}, {'name': 'Colors', 'description': ''}, {'name': 'Bodywork', 'description': ''}, {'name': 'Airbag number', 'description': ''}, {'name': 'Steering system', 'description': 'N'}, {'name': 'Gearbox', 'description': ''}, {'name': 'Engine Displacement', 'description': '2000'}, {'name': 'Assembly', 'description': ''}, {'name': 'Fuel type', 'description': 'Gasolina'}]",[]
54,2046292,Chevrolet Spark,usado,1.0 Ls M200 Mecanico,41394,2017,Bogotá D.C.,Negro,1000,Mecánica,Gasolina,[],N/A,"[{'name': 'Warranty', 'description': ''}, {'name': 'Average consumption', 'description': ''}, {'name': 'Door', 'description': ''}, {'name': 'Armored', 'description': 'N'}, {'name': 'Wheel drive', 'description': ''}, {'name': 'Colors', 'description': ''}, {'name': 'Bodywork', 'description': ''}, {'name': 'Airbag number', 'description': ''}, {'name': 'Steering system', 'description': 'N'}, {'name': 'Gearbox', 'description': ''}, {'name': 'Engine Displacement', 'description': '1000'}, {'name': 'Assembly', 'description': ''}, {'name': 'Fuel type', 'description': 'Gasolina'}]",[]
55,2044727,Renault Sandero,usado,Night and Day,49333,2018,Bogotá D.C.,Gris,1600,Mecánica,Gasolina,[],N/A,"[{'name': 'Warranty', 'description': ''}, {'name': 'Average consumption', 'description': ''}, {'name': 'Door', 'description': '4'}, {'name': 'Armored', 'description': 'N'}, {'name': 'Wheel drive', 'description': ''}, {'name': 'Colors', 'description': ''}, {'name': 'Bodywork', 'description': ' Hatchback'}, {'name': 'Airbag number', 'description': ''}, {'name': 'Steering system', 'description': 'N'}, {'name': 'Gearbox', 'description': ''}, {'name': 'Engine Displacement', 'description': '1600'}, {'name': 'Assembly', 'description': ''}, {'name': 'Fuel type', 'description': 'Gasolina'}]","[{'autopart': 'Motor', 'specifications': [{'name': 'Capacidad del tanque de combustible (Galones)', 'value': '13,2\r\n'}, {'name': 'Torque (Kg/Rev. x min)', 'value': '13,25/3.000\r\n'}, {'name': 'Motor', 'value': '4 cilindros en línea 8 válvulas\r\n'}, {'name': 'Cilindrada (c.c³)', 'value': '1598.00'}, {'name': 'Potencia (H.P)', 'value': '90/5.500\r\n'}, {'name': 'Velocidad Máxima', 'value': '175'}, {'name': 'Orientación', 'value': 'Transversal'}, {'name': 'Tipo de Alimentación Combustible', 'value': 'null'}, {'name': 'Cantidad y configuración de cilindros', 'value': '4 cilindros en línea 8 válvulas\r\n'}, {'name': 'Configuración árbol de levas', 'value': 'SOHC'}, {'name': 'Relación de compresión', 'value': '9,7:1\r\n'}, {'name': 'Cantidad de válvulas por cilindro', 'value': '8.00'}]}, {'autopart': 'Transmisión', 'specifications': [{'name': 'Tipo de transmisión', 'value': 'Mecánica'}, {'name': 'Cantidad de cambios adelante', 'value': '5.00'}]}, {'autopart': 'Suspensiones', 'specifications': [{'name': 'Suspensión delantera', 'value': 'Independiente McPherson\r\n'}, {'name': 'Amortiguadores', 'value': 'Hidráulicos\r\n'}, {'name': 'Suspensión trasera', 'value': 'Semi-Independiente\r\n'}]}, {'autopart': 'Dirección', 'specifications': [{'name': 'Sistema de dirección', 'value': 'null'}]}, {'autopart': 'Sistema de Frenos', 'specifications': [{'name': 'Tipo de frenos delanteros', 'value': ' Discos'}, {'name': 'Tipo de frenos traseros', 'value': 'Campanas'}, {'name': 'Tipo de frenos', 'value': 'Hidráulicos\r\n'}]}, {'autopart': 'Ruedas', 'specifications': [{'name': 'Dimensiones Llanta Delantera', 'value': '185/65'}, {'name': 'Dimensiones Rin', 'value': '15.00'}]}, {'autopart': 'Dimensiones', 'specifications': [{'name': 'Peso (kgrs.)', 'value': '1108.00'}, {'name': 'Largo/ancho/alto (mts.)', 'value': '4,020/1,750/1,528\r\n'}, {'name': 'Capacidad de carga', 'value': 'ND'}, {'name': 'Volúmen del baúl (lts)', 'value': '320.00'}, {'name': 'Pasajeros', 'value': '5.00'}]}, {'autopart': 'Adicional', 'specifications': [{'name': 'Tipo de caja', 'value': 'Mecanica'}, {'name': 'Carrocería', 'value': ' Hatchback'}, {'name': 'Número puertas', 'value': '4'}, {'name': 'Tipo de combustible', 'value': 'Gasolina'}, {'name': 'Tipo Dirección', 'value': 'null'}]}]"
56,2042012,Renault Logan,usado,Expression,44437,2019,Cundinamarca,Plateado,1600,Automática,Gasolina,[],N/A,"[{'name': 'Warranty', 'description': ''}, {'name': 'Average consumption', 'description': ''}, {'name': 'Door', 'description': ''}, {'name': 'Armored', 'description': 'N'}, {'name': 'Wheel drive', 'description': ''}, {'name': 'Colors', 'description': ''}, {'name': 'Bodywork', 'description': ''}, {'name': 'Airbag number', 'description': ''}, {'name': 'Steering system', 'description': 'N'}, {'name': 'Gearbox', 'description': ''}, {'name': 'Engine Displacement', 'description': '1600'}, {'name': 'Assembly', 'description': ''}, {'name': 'Fuel type', 'description': 'Gasolina'}]",[]
57,2046772,Mazda 3,usado,2.0 Touring Sedan Automatico Nueva Generacion,20977,2020,Bogotá D.C.,Gris,2000,Automática,Gasolina,[],N/A,"[{'name': 'Warranty', 'description': ''}, {'name': 'Average consumption', 'description': ''}, {'name': 'Door', 'description': 'null'}, {'name': 'Armored', 'description': 'N'}, {'name': 'Wheel drive', 'description': ''}, {'name': 'Colors', 'description': ''}, {'name': 'Bodywork', 'description': 'null'}, {'name': 'Airbag number', 'description': ''}, {'name': 'Steering system', 'description': 'N'}, {'name': 'Gearbox', 'description': ''}, {'name': 'Engine Displacement', 'description': '2000'}, {'name': 'Assembly', 'description': ''}, {'name': 'Fuel type', 'description': 'Gasolina'}]","[{'autopart': 'Motor', 'specifications': [{'name': 'Orientación', 'value': 'null'}, {'name': 'Tipo de Alimentación Combustible', 'value': 'null'}, {'name': 'Configuración árbol de levas', 'value': 'null'}]}, {'autopart': 'Transmisión', 'specifications': [{'name': 'Tipo de transmisión', 'value': 'null'}]}, {'autopart': 'Dirección', 'specifications': [{'name': 'Sistema de dirección', 'value': 'null'}]}, {'autopart': 'Sistema de Frenos', 'specifications': [{'name': 'Tipo de frenos delanteros', 'value': 'null'}, {'name': 'Tipo de frenos traseros', 'value': 'null'}]}, {'autopart': 'Adicional', 'specifications': [{'name': 'Número puertas', 'value': 'null'}, {'name': 'Tipo Dirección', 'value': 'null'}, {'name': 'Tipo de combustible', 'value': 'null'}, {'name': 'Tipo de caja', 'value': 'null'}, {'name': 'Carrocería', 'value': 'null'}]}]"
